RECID=R2017103970000003	阿SIR	āSIR
RECID=R2017103970011159	根号2	
RECID=R2017103970011160	骨灰级网民	
RECID=R2017103970011161	关脱	
RECID=R2017103970011162	光光	
RECID=R2017103970011163	果酱	
RECID=R2017103970011164	哈哈	
RECID=R2017103970011165	哈姆雷特	
RECID=R2017103970011166	海洛因风貌	
RECID=R2017103970011167	寒冬	
RECID=R2017103970011168	喊叫	
RECID=R2017103970011169	好8	
RECID=R2017103970011170	呵呵	
RECID=R2017103970011171	喝了蜜	
RECID=R2017103970011172	嘿嘿	
RECID=R2017103970011173	很闪	
RECID=R2017103970011174	后起之秀	
RECID=R2017103970011175	花甲网民	
RECID=R2017103970011176	花屏电脑	
RECID=R2017103970011177	换频道	
RECID=R2017103970011178	黄昏恋	
RECID=R2017103970011179	嚯嚯	
RECID=R2017103970011180	机车	
RECID=R2017103970011181	鸡	
RECID=R2017103970011182	吉客	
RECID=R2017103970011183	加套	
RECID=R2017103970011184	甲壳虫	
RECID=R2017103970011185	健谈	
RECID=R2017103970011186	江湖人生	
RECID=R2017103970011187	酱紫	
RECID=R2017103970011188	娇亮	
RECID=R2017103970011189	解套	
RECID=R2017103970011190	经理	
RECID=R2017103970011191	酒吧	
RECID=R2017103970011192	酒蜜	
RECID=R2017103970011193	酒屋	
RECID=R2017103970011194	绝套	
RECID=R2017103970011195	菌男	
RECID=R2017103970011196	看电影	
RECID=R2017103970011197	可爱	
RECID=R2017103970011198	克林顿	
RECID=R2017103970011199	孔雀	
RECID=R2017103970011200	口水	
RECID=R2017103970011201	苦瓜	
RECID=R2017103970011202	裤	
RECID=R2017103970011203	酷表演	
RECID=R2017103970011204	酷盖	
RECID=R2017103970011205	酷画面	
RECID=R2017103970011206	酷脚	
RECID=R2017103970011207	酷体魄	
RECID=R2017103970011208	酷图标	
RECID=R2017103970011209	酷腿	
RECID=R2017103970011210	酷言	
RECID=R2017103970011211	酷演讲	
RECID=R2017103970011212	酷桌面	
RECID=R2017103970011213	侩货	
RECID=R2017103970011214	狂暴	
RECID=R2017103970011215	蓝	
RECID=R2017103970011216	蓝客	
RECID=R2017103970011217	蓝蓝	
RECID=R2017103970011218	狼	
RECID=R2017103970011219	狼哥哥	
RECID=R2017103970011220	老板	
RECID=R2017103970011221	老虫	
RECID=R2017103970011222	老克拉	
RECID=R2017103970011223	老螂壳	
RECID=R2017103970011224	老猫	
RECID=R2017103970011225	老鼠	
RECID=R2017103970011226	老样子	
RECID=R2017103970011227	乐	
RECID=R2017103970011228	流浪	
RECID=R2017103970011229	流言板	
RECID=R2017103970011230	楼上	
RECID=R2017103970011231	楼下	
RECID=R2017103970011232	露露	
RECID=R2017103970011233	炉主	
RECID=R2017103970011234	绿	
RECID=R2017103970011235	论坛	
RECID=R2017103970011236	落网	
RECID=R2017103970011237	卖骚	
RECID=R2017103970011238	卖水	
RECID=R2017103970011239	满脸旧社会	
RECID=R2017103970011240	霉女	
RECID=R2017103970011241	妹力	
RECID=R2017103970011242	米2	
RECID=R2017103970011243	密侣	
RECID=R2017103970011244	密马	
RECID=R2017103970011245	耐看	
RECID=R2017103970011246	脑子短路了	
RECID=R2017103970011247	脑子塞牢	
RECID=R2017103970011248	内存太少	
RECID=R2017103970011249	泥	
RECID=R2017103970011250	泥巴	
RECID=R2017103970011251	你才	
RECID=R2017103970011252	哦也	
RECID=R2017103970011253	偶	
RECID=R2017103970011254	偶像	
RECID=R2017103970011255	爬虫	
RECID=R2017103970011256	爬网	
RECID=R2017103970011257	拍	
RECID=R2017103970011258	拍板砖	
RECID=R2017103970011259	抛海	
RECID=R2017103970011260	抛脱	
RECID=R2017103970011261	跑牛	
RECID=R2017103970011262	屁	
RECID=R2017103970011263	屁兔	
RECID=R2017103970011264	偏头疼	
RECID=R2017103970011265	飘	
RECID=R2017103970011266	扑网	
RECID=R2017103970011267	气质	
RECID=R2017103970011268	掐	
RECID=R2017103970011269	掐架	
RECID=R2017103970011270	恰特	
RECID=R2017103970011271	潜水	
RECID=R2017103970011272	潜水艇	
RECID=R2017103970011273	切	
RECID=R2017103970011274	亲亲	
RECID=R2017103970011275	青筋	
RECID=R2017103970011276	清纯妩媚	
RECID=R2017103970011277	情圣	
RECID=R2017103970011278	热裤	
RECID=R2017103970011279	柔柔	
RECID=R2017103970011280	肉食性恐龙	
RECID=R2017103970011281	如花似玉	
RECID=R2017103970011282	散装	
RECID=R2017103970011283	杀病毒	
RECID=R2017103970011284	闪	
RECID=R2017103970011285	善良	
RECID=R2017103970011286	上线	
RECID=R2017103970011287	烧饼	
RECID=R2017103970011288	少跟我克林顿	
RECID=R2017103970011289	深套	
RECID=R2017103970011290	神童	
RECID=R2017103970011291	食草性恐龙	
RECID=R2017103970011292	食肉性恐龙	
RECID=R2017103970011293	受比鸟	
RECID=R2017103970011294	淑女	
RECID=R2017103970011295	刷屏	
RECID=R2017103970011296	甩	
RECID=R2017103970011297	双飞	
RECID=R2017103970011298	水	
RECID=R2017103970011299	水饺	
RECID=R2017103970011300	水桶	
RECID=R2017103970011301	私聊	
RECID=R2017103970011302	私人窗口	
RECID=R2017103970011303	太平公主	
RECID=R2017103970011304	坛友	
RECID=R2017103970011305	坛主	
RECID=R2017103970011306	坛子	
RECID=R2017103970011307	谈人生	
RECID=R2017103970011308	痰盂	
RECID=R2017103970011309	唐僧	
RECID=R2017103970011310	讨厌	
RECID=R2017103970011311	踢	
RECID=R2017103970011312	踢人	
RECID=R2017103970011313	天才	
RECID=R2017103970011314	天生丽质难自弃	
RECID=R2017103970011315	贴士	
RECID=R2017103970011316	同居	
RECID=R2017103970011317	头疼	
RECID=R2017103970011318	头头是道	
RECID=R2017103970011319	兔子	
RECID=R2017103970011320	脱套	
RECID=R2017103970011321	挖洞	
RECID=R2017103970011322	挖坑	
RECID=R2017103970011323	外马	
RECID=R2017103970011324	王八	
RECID=R2017103970011325	网猴	
RECID=R2017103970011326	网局	
RECID=R2017103970011327	网路	
RECID=R2017103970011328	网人	
RECID=R2017103970011329	网油子	
RECID=R2017103970011330	旺情大派送	
RECID=R2017103970011331	围炉	
RECID=R2017103970011332	温酒屋	
RECID=R2017103970011333	瘟到死	
RECID=R2017103970011334	瘟都死	
RECID=R2017103970011335	瘟酒吧	
RECID=R2017103970011336	瘟米	
RECID=R2017103970011337	瘟头死	
RECID=R2017103970011338	我倒	
RECID=R2017103970011339	西西	
RECID=R2017103970011340	嘻嘻	
RECID=R2017103970011341	习习	
RECID=R2017103970011342	洗耳朵	
RECID=R2017103970011343	洗胃	
RECID=R2017103970011344	洗眼睛	
RECID=R2017103970011345	贤惠	
RECID=R2017103970011346	潇洒	
RECID=R2017103970011347	小阿姨	
RECID=R2017103970011348	小虫	
RECID=R2017103970011349	小窗	
RECID=R2017103970011350	小床	
RECID=R2017103970011351	小美眉	
RECID=R2017103970011352	小师妹	
RECID=R2017103970011353	小套	
RECID=R2017103970011354	小虾	
RECID=R2017103970011355	写手	
RECID=R2017103970011356	心	
RECID=R2017103970011357	新脸	
RECID=R2017103970011358	馨香	
RECID=R2017103970011359	秀斗	
RECID=R2017103970011360	盈盈美黛子	
RECID=R2017103970011361	幽香	
RECID=R2017103970011362	油墨	
RECID=R2017103970011363	油条	
RECID=R2017103970011364	有点烦	
RECID=R2017103970011365	砸	
RECID=R2017103970011366	砸迪族	
RECID=R2017103970011367	宰	
RECID=R2017103970011368	炸坛	
RECID=R2017103970011369	张	
RECID=R2017103970011370	芝麻	
RECID=R2017103970011371	中鸟	
RECID=R2017103970011372	竹叶	
RECID=R2017103970011373	抓图	
RECID=R2017103970011374	砖	
RECID=R2017103970011375	砖铭	
RECID=R2017103970011376	砖主	
RECID=R2017103970011377	转	
RECID=R2017103970011378	自杀	
RECID=R2017103970011379	总裁	
RECID=R2017103970011381	@	
RECID=R2017103970011382	A	
RECID=R2017103970011383	A.RPG	
RECID=R2017103970011384	AAMOF	
RECID=R2017103970011385	ACT	
RECID=R2017103970011386	ADDR	
RECID=R2017103970011387	ADN	
RECID=R2017103970011388	AFAIK	
RECID=R2017103970011389	AFK	
RECID=R2017103970011390	AI	
RECID=R2017103970011391	AKA	
RECID=R2017103970011392	AMBW	
RECID=R2017103970011393	AMF	
RECID=R2017103970011394	ASAP	
RECID=R2017103970011395	ASL	
RECID=R2017103970011396	AVG	
RECID=R2017103970011397	B	
RECID=R2017103970011398	B4	
RECID=R2017103970011399	BAK	
RECID=R2017103970011400	BAN	
RECID=R2017103970011401	BBIAB	
RECID=R2017103970011402	BBIAF	
RECID=R2017103970011403	BBINF	
RECID=R2017103970011404	BBL	
RECID=R2017103970011405	BBN	
RECID=R2017103970011406	BBYE	
RECID=R2017103970011407	BCNU	
RECID=R2017103970011408	BD	
RECID=R2017103970011409	BF	
RECID=R2017103970011410	BFD	
RECID=R2017103970011411	BFN	
RECID=R2017103970011412	BIF	
RECID=R2017103970011413	BMW	
RECID=R2017103970011414	BOZO	
RECID=R2017103970011415	BRB	
RECID=R2017103970011416	BT	
RECID=R2017103970011417	BTSOOM	
RECID=R2017103970011418	BTW	
RECID=R2017103970011419	Bug	
RECID=R2017103970011420	BYE?	
RECID=R2017103970011421	C	
RECID=R2017103970011422	C&P	
RECID=R2017103970011423	Carpetbagger	
RECID=R2017103970011424	CBL	
RECID=R2017103970011425	CG	
RECID=R2017103970011426	Com	
RECID=R2017103970011427	COM一族	
RECID=R2017103970011428	CU	
RECID=R2017103970011429	CUL	
RECID=R2017103970011430	D	
RECID=R2017103970011431	DD	
RECID=R2017103970011432	DIIK	
RECID=R2017103970011433	DIYer	
RECID=R2017103970011434	DL	
RECID=R2017103970011435	D版	
RECID=R2017103970011436	E	
RECID=R2017103970011437	EME	
RECID=R2017103970011438	EOT	
RECID=R2017103970011439	EZ	
RECID=R2017103970011440	F	
RECID=R2017103970011441	F2F	
RECID=R2017103970011442	FITB	
RECID=R2017103970011443	FLAME	
RECID=R2017103970011444	Flame	
RECID=R2017103970011445	FLOOD	
RECID=R2017103970011446	FLY	
RECID=R2017103970011447	FNN	
RECID=R2017103970011448	FOAF	
RECID=R2017103970011449	FOS	
RECID=R2017103970011450	FQ	
RECID=R2017103970011451	FROPPED	
RECID=R2017103970011452	FTBOMH	
RECID=R2017103970011453	FTF	
RECID=R2017103970011454	FTTT	
RECID=R2017103970011455	FU	
RECID=R2017103970011456	FUBR	
RECID=R2017103970011457	FUD	
RECID=R2017103970011458	FUS	
RECID=R2017103970011459	FWIW	
RECID=R2017103970011460	FYA	
RECID=R2017103970011461	FYBITS	
RECID=R2017103970011462	FYFS	
RECID=R2017103970011463	FYI	
RECID=R2017103970011464	G	
RECID=R2017103970011465	GA	
RECID=R2017103970011466	GB	
RECID=R2017103970011467	GBC	
RECID=R2017103970011468	GD& R	
RECID=R2017103970011469	GF	
RECID=R2017103970011470	GG	
RECID=R2017103970011471	GIWIST	
RECID=R2017103970011472	GLG	
RECID=R2017103970011473	GM	
RECID=R2017103970011474	GOK	
RECID=R2017103970011475	GTG	
RECID=R2017103970011476	GTH	
RECID=R2017103970011477	H	
RECID=R2017103970011478	H.O.L.L.A.N.D.	
RECID=R2017103970011479	HAGO	
RECID=R2017103970011480	HAHA	
RECID=R2017103970011481	HAND	
RECID=R2017103970011482	HEHE	
RECID=R2017103970011483	HHOJ	
RECID=R2017103970011484	HHOK	
RECID=R2017103970011485	HND	
RECID=R2017103970011486	HTH	
RECID=R2017103970011487	HTH	
RECID=R2017103970011488	hu~	
RECID=R2017103970011489	I	
RECID=R2017103970011490	IAC	
RECID=R2017103970011491	IAE	
RECID=R2017103970011492	IC	
RECID=R2017103970011493	ICU	
RECID=R2017103970011494	IDK	
RECID=R2017103970011495	IDKY	
RECID=R2017103970011496	IDTS	
RECID=R2017103970011497	IHNI	
RECID=R2017103970011498	IMCO	
RECID=R2017103970011499	IMHO	
RECID=R2017103970011500	IMNSHO	
RECID=R2017103970011501	IMO	
RECID=R2017103970011502	IOW	
RECID=R2017103970011503	IRL	
RECID=R2017103970011504	IWBNI	
RECID=R2017103970011505	I服了You	
RECID=R2017103970011506	J	
RECID=R2017103970011507	JAM	
RECID=R2017103970011508	JJ	
RECID=R2017103970011509	JK	
RECID=R2017103970011510	JS	
RECID=R2017103970011511	JTLYK	
RECID=R2017103970011512	K	
RECID=R2017103970011513	KEY	
RECID=R2017103970011514	Kick	
RECID=R2017103970011515	KILL	
RECID=R2017103970011516	KISS	
RECID=R2017103970011517	KK	
RECID=R2017103970011518	KMA	
RECID=R2017103970011519	KOOL	
RECID=R2017103970011520	KTV	
RECID=R2017103970011521	KUTGW	
RECID=R2017103970011522	L	
RECID=R2017103970011523	L.I.B.Y.A.	
RECID=R2017103970011524	L8R	
RECID=R2017103970011525	LAT	
RECID=R2017103970011526	LL	
RECID=R2017103970011527	LLAP	
RECID=R2017103970011528	LM	
RECID=R2017103970011529	LOL	
RECID=R2017103970011530	LTNS	
RECID=R2017103970011531	M	
RECID=R2017103970011532	M.A.N.I.L.A.	
RECID=R2017103970011533	MEGO	
RECID=R2017103970011534	MHOTY	
RECID=R2017103970011535	MJ	
RECID=R2017103970011536	MM	
RECID=R2017103970011537	MMD	
RECID=R2017103970011538	MorF	
RECID=R2017103970011539	MOTD	
RECID=R2017103970011540	MOTOS	
RECID=R2017103970011541	MOU	
RECID=R2017103970011542	MP	
RECID=R2017103970011543	MYOB	
RECID=R2017103970011544	N	
RECID=R2017103970011545	N.E.P.A.L.	
RECID=R2017103970011546	N2N	
RECID=R2017103970011547	NAWT	
RECID=R2017103970011548	NB	
RECID=R2017103970011549	NBFD	
RECID=R2017103970011550	NBIF	
RECID=R2017103970011551	NFG	
RECID=R2017103970011552	NFW	
RECID=R2017103970011553	NN	
RECID=R2017103970011554	NQS	
RECID=R2017103970011555	NRN	
RECID=R2017103970011556	O	
RECID=R2017103970011557	OBTW	
RECID=R2017103970011558	OIC	
RECID=R2017103970011559	ONO	
RECID=R2017103970011560	OTF	
RECID=R2017103970011561	OTOH	
RECID=R2017103970011562	OTTH	
RECID=R2017103970011563	P	
RECID=R2017103970011564	P9	
RECID=R2017103970011565	PB	
RECID=R2017103970011566	PF	
RECID=R2017103970011567	PFM	
RECID=R2017103970011568	PITA	
RECID=R2017103970011569	PK	
RECID=R2017103970011570	PLMM	
RECID=R2017103970011571	PLOKTA	
RECID=R2017103970011572	PLS	
RECID=R2017103970011573	PM	
RECID=R2017103970011574	PMFJI	
RECID=R2017103970011575	PMP	
RECID=R2017103970011576	PMPMP	
RECID=R2017103970011577	POV	
RECID=R2017103970011578	PP	
RECID=R2017103970011579	PPL	
RECID=R2017103970011580	PPPPP	
RECID=R2017103970011581	Q	
RECID=R2017103970011582	QMX	
RECID=R2017103970011583	QSB	
RECID=R2017103970011584	R	
RECID=R2017103970011585	R&N	
RECID=R2017103970011586	RI&W	
RECID=R2017103970011587	ROFL	
RECID=R2017103970011588	ROTFL	
RECID=R2017103970011589	RSN	
RECID=R2017103970011590	RTM	
RECID=R2017103970011591	S	
RECID=R2017103970011592	S!MT!OE!	
RECID=R2017103970011593	SBI	
RECID=R2017103970011594	SEC	
RECID=R2017103970011595	SITD	
RECID=R2017103970011596	SOHF	
RECID=R2017103970011597	SorG	
RECID=R2017103970011598	SOS	
RECID=R2017103970011599	SRI	
RECID=R2017103970011600	SU	
RECID=R2017103970011601	SYS	
RECID=R2017103970011602	T	
RECID=R2017103970011603	TA	
RECID=R2017103970011604	TAFN	
RECID=R2017103970011605	TANJ	
RECID=R2017103970011606	TBC	
RECID=R2017103970011607	THX	
RECID=R2017103970011608	TIA	
RECID=R2017103970011609	TIC	
RECID=R2017103970011610	TKS	
RECID=R2017103970011611	TMD	
RECID=R2017103970011612	TMOT	
RECID=R2017103970011613	TMTT	
RECID=R2017103970011614	TNND	
RECID=R2017103970011615	TTBOMK	
RECID=R2017103970011616	TTFN	
RECID=R2017103970011617	TTUL	
RECID=R2017103970011618	TTYL	
RECID=R2017103970011619	TTYTT	
RECID=R2017103970011620	TYVM	
RECID=R2017103970011621	U	
RECID=R2017103970011622	U?Old	
RECID=R2017103970011623	Um…pa	
RECID=R2017103970011624	UR	
RECID=R2017103970011625	V	
RECID=R2017103970011626	V8	
RECID=R2017103970011627	VG	
RECID=R2017103970011628	VIP卡	
RECID=R2017103970011629	W	
RECID=R2017103970011630	W8	
RECID=R2017103970011631	WAG	
RECID=R2017103970011632	WB	
RECID=R2017103970011633	WBD	
RECID=R2017103970011634	WE	
RECID=R2017103970011635	WEG	
RECID=R2017103970011636	WIBNI	
RECID=R2017103970011637	WRT	
RECID=R2017103970011638	WTF	
RECID=R2017103970011639	WTFIGO	
RECID=R2017103970011640	WTH	
RECID=R2017103970011641	Y	
RECID=R2017103970011642	YA	
RECID=R2017103970011643	YAA	
RECID=R2017103970011644	YHBT	
RECID=R2017103970011645	YHL	
RECID=R2017103970011646	YMMV	
RECID=R2017103970011647	YOYOW	
RECID=R2017103970011648	YR	
RECID=R2017103970011649	YWIA	
RECID=R2017103970011651	0001000	
RECID=R2017103970011652	007	
RECID=R2017103970011653	019425	
RECID=R2017103970011654	02746	
RECID=R2017103970011655	02825	
RECID=R2017103970011656	03456	
RECID=R2017103970011657	0437	
RECID=R2017103970011658	0451	
RECID=R2017103970011659	04517	
RECID=R2017103970011660	04527	
RECID=R2017103970011661	04535	
RECID=R2017103970011662	04551	
RECID=R2017103970011663	04567	
RECID=R2017103970011664	045692	
RECID=R2017103970011665	0457	
RECID=R2017103970011666	04592	
RECID=R2017103970011667	0487	
RECID=R2017103970011668	0487561	
RECID=R2017103970011669	0564335	
RECID=R2017103970011670	0594184	
RECID=R2017103970011671	065	
RECID=R2017103970011672	06537	
RECID=R2017103970011673	0654335	
RECID=R2017103970011674	07382	
RECID=R2017103970011675	07414	
RECID=R2017103970011676	0748	
RECID=R2017103970011677	078	
RECID=R2017103970011678	07868	
RECID=R2017103970011679	08056	
RECID=R2017103970011680	0837	
RECID=R2017103970011681	08376	
RECID=R2017103970011682	08574	
RECID=R2017103970011683	095	
RECID=R2017103970011684	098	
RECID=R2017103970011685	10010	
RECID=R2017103970011686	101	
RECID=R2017103970011687	119425	
RECID=R2017103970011688	123	
RECID=R2017103970011689	12746	
RECID=R2017103970011690	12825	
RECID=R2017103970011691	1314	
RECID=R2017103970011692	1314925	
RECID=R2017103970011693	13456	
RECID=R2017103970011694	13579	
RECID=R2017103970011695	1372	
RECID=R2017103970011696	1392010	
RECID=R2017103970011697	1414	
RECID=R2017103970011698	1437	
RECID=R2017103970011699	14517	
RECID=R2017103970011700	14527	
RECID=R2017103970011701	14535	
RECID=R2017103970011702	14551	
RECID=R2017103970011703	1456	
RECID=R2017103970011704	14567	
RECID=R2017103970011705	1457	
RECID=R2017103970011706	147	
RECID=R2017103970011707	1564335	
RECID=R2017103970011708	1573	
RECID=R2017103970011709	1594184	
RECID=R2017103970011710	165	
RECID=R2017103970011711	16537	
RECID=R2017103970011712	168	
RECID=R2017103970011713	1711	
RECID=R2017103970011714	17382	
RECID=R2017103970011715	1748	
RECID=R2017103970011716	178	
RECID=R2017103970011717	17868	
RECID=R2017103970011718	18056	
RECID=R2017103970011719	1837	
RECID=R2017103970011720	18376	
RECID=R2017103970011721	1920	
RECID=R2017103970011722	1930	
RECID=R2017103970011723	195	
RECID=R2017103970011724	198	
RECID=R2017103970011725	2	
RECID=R2017103970011726	200	
RECID=R2017103970011727	2010000	
RECID=R2017103970011728	20110	
RECID=R2017103970011729	20160	
RECID=R2017103970011730	20170	
RECID=R2017103970011731	20184	
RECID=R2017103970011732	2030999	
RECID=R2017103970011733	2037	
RECID=R2017103970011734	20475	
RECID=R2017103970011735	2059	
RECID=R2017103970011736	207374	
RECID=R2017103970011737	20999	
RECID=R2017103970011738	220225	
RECID=R2017103970011739	2266	
RECID=R2017103970011740	230	
RECID=R2017103970011741	234	
RECID=R2017103970011742	235	
RECID=R2017103970011743	240	
RECID=R2017103970011744	2406	
RECID=R2017103970011745	246	
RECID=R2017103970011746	246437	
RECID=R2017103970011747	25184	
RECID=R2017103970011748	258	
RECID=R2017103970011749	2582582597758	
RECID=R2017103970011750	25873	
RECID=R2017103970011751	25910	
RECID=R2017103970011752	25965	
RECID=R2017103970011753	259695	
RECID=R2017103970011754	259758	
RECID=R2017103970011755	2627	
RECID=R2017103970011756	2746	
RECID=R2017103970011757	282	
RECID=R2017103970011758	29251314	
RECID=R2017103970011759	2925184	
RECID=R2017103970011760	296	
RECID=R2017103970011761	3.14	
RECID=R2017103970011762	300	
RECID=R2017103970011763	3013	
RECID=R2017103970011764	3035	
RECID=R2017103970011765	306	
RECID=R2017103970011766	30920	
RECID=R2017103970011767	309420	
RECID=R2017103970011768	310	
RECID=R2017103970011769	3166	
RECID=R2017103970011770	32012	
RECID=R2017103970011771	32069	
RECID=R2017103970011772	3207778	
RECID=R2017103970011773	330335	
RECID=R2017103970011774	3344	
RECID=R2017103970011775	3344520	
RECID=R2017103970011776	3399	
RECID=R2017103970011777	345	
RECID=R2017103970011778	3456	
RECID=R2017103970011779	356	
RECID=R2017103970011780	35910	
RECID=R2017103970011781	359258	
RECID=R2017103970011782	36，9958	
RECID=R2017103970011783	360	
RECID=R2017103970011784	370920	
RECID=R2017103970011785	3731	
RECID=R2017103970011786	3859335	
RECID=R2017103970011787	39	
RECID=R2017103970011788	3KS	
RECID=R2017103970011789	3Q	
RECID=R2017103970011790	4	
RECID=R2017103970011791	440295	
RECID=R2017103970011792	4422335	
RECID=R2017103970011793	442235	
RECID=R2017103970011794	4457	
RECID=R2017103970011795	448	
RECID=R2017103970011796	456	
RECID=R2017103970011797	460	
RECID=R2017103970011798	4a4a	
RECID=R2017103970011799	5	
RECID=R2017103970011800	510	
RECID=R2017103970011801	51020	
RECID=R2017103970011802	51095	
RECID=R2017103970011803	51396	
RECID=R2017103970011804	514	
RECID=R2017103970011805	51620	
RECID=R2017103970011806	5170	
RECID=R2017103970011807	51820	
RECID=R2017103970011808	518206	
RECID=R2017103970011809	518720	
RECID=R2017103970011810	5191720	
RECID=R2017103970011811	51920	
RECID=R2017103970011812	51930	
RECID=R2017103970011813	520	
RECID=R2017103970011814	520*10000	
RECID=R2017103970011815	5201314	
RECID=R2017103970011816	5203344587	
RECID=R2017103970011817	52094	
RECID=R2017103970011818	521	
RECID=R2017103970011819	5230	
RECID=R2017103970011820	5240	
RECID=R2017103970011821	52406	
RECID=R2017103970011822	5252	
RECID=R2017103970011823	526	
